policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,effective_output,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_r_a1_loads,route_r_a2_loads,route_r_b1_loads,route_r_b2_loads,route_r_c1_loads,route_r_c2_loads,shovel_a_loads,shovel_b_loads,shovel_c_loads,crusher_1_loads,crusher_2_loads,pm_bay_utilization,max_simultaneous_pm,standby_reserve_activations,avg_selected_route_value,avg_selected_risk_penalty,avg_selected_capacity_score,avg_selected_queue_penalty,shortfall_sensitivity,target_effective_output,effective_output_shortfall,effective_output_shortfall_cost,effective_fulfillment_rate,avg_grade_per_load,total_tco_v1,total_tco_v2,total_tco_v2_report_value,congestion_alpha,congestion_beta,congestion_cost_level,congestion_cost_per_hour,congestion_delay_hours_total,route_queue_hours_total,shovel_queue_hours_total,crusher_queue_hours_total,congestion_cost,total_tco_v3,total_tco_v3_report_value,avg_realized_cycle_time_min,avg_base_cycle_time_min,avg_realized_cycle_time_hours,avg_base_cycle_time_hours,completed_loads_per_hour,route_hhi,max_route_share,route_fallback_loads,route_rejected_loads,route_r_a1_attempts,route_r_a2_attempts,route_r_b1_attempts,route_r_b2_attempts,route_r_c1_attempts,route_r_c2_attempts,shovel_a_attempts,shovel_b_attempts,shovel_c_attempts,crusher_1_attempts,crusher_2_attempts
H1_value_guard,heterogeneous_condition,104,90,18900,18900,0,1.0,4828180.0,3806.065543,3806065.543,1452.5,0.0,2223.6,129.965543,0.0,520,523,199,163,161,0,0,0,0,0,1853,0.470418,0.5139,0.541351,0.535911,0.94391,2.700947,0.775278,34,0,5580,0,5940,7346,34,5580,13286,11554,7346,0.309028,2,0,0.685501,1.547394,36.076508,0.506055,base,5292000.0,463820.0,3313.06626,0.912354,0.729884,3806.065543,7119.131803,7119131.803,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7406.694552,7406694.552,19.585326,17.759531,0.326422,0.295992,8.75,0.337014,0.388677,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,105,90,18900,18900,0,1.0,4828320.0,4212.258416,4212258.416,1623.5,0.0,2448.0,140.758416,0.0,572,574,226,201,147,0,0,0,0,0,2040,0.471212,0.494603,0.547614,0.551117,1.020715,2.576161,0.772778,36,0,5580,0,5940,7344,36,5580,13284,11556,7344,0.340278,2,0,0.685505,1.559669,36.078942,0.506028,base,5292000.0,463680.0,3312.06624,0.912381,0.729905,4212.258416,7524.324656,7524324.656,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7811.887404,7811887.404,19.586483,17.760688,0.326441,0.296011,8.75,0.336932,0.388571,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,106,90,18900,18900,0,1.0,4828180.0,4205.293739,4205293.739,1620.5,0.0,2445.6,139.193739,0.0,567,569,219,205,145,0,0,0,0,0,2038,0.493054,0.540599,0.535705,0.587311,0.982959,2.36643,0.772722,34,0,5580,0,5940,7346,34,5580,13286,11554,7346,0.340972,2,0,0.685501,1.567465,36.08,0.506001,base,5292000.0,463820.0,3313.06626,0.912354,0.729884,4205.293739,7518.359999,7518359.999,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7805.922748,7805922.748,19.585326,17.759531,0.326422,0.295992,8.75,0.337014,0.388677,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,107,90,18900,18900,0,1.0,4828320.0,3779.598127,3779598.127,1463.5,0.0,2185.2,130.898127,0.0,540,541,249,157,135,0,0,0,0,0,1821,0.493527,0.528299,0.562211,0.557262,0.96149,2.78374,0.776259,36,0,5580,0,5940,7344,36,5580,13284,11556,7344,0.296759,2,0,0.685505,1.533568,36.075238,0.506086,base,5292000.0,463680.0,3312.06624,0.912381,0.729905,3779.598127,7091.664367,7091664.367,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7379.227116,7379227.116,19.586483,17.760688,0.326441,0.296011,8.75,0.336932,0.388571,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,108,90,18900,18900,0,1.0,4828180.0,4757.644026,4757644.026,1806.0,0.0,2794.8,156.844026,0.0,653,654,240,194,220,0,0,0,0,0,2329,0.480713,0.517449,0.52635,0.56139,1.128587,3.150683,0.768963,34,0,5580,0,5940,7346,34,5580,13286,11554,7346,0.387963,2,0,0.685501,1.570153,36.076508,0.506055,base,5292000.0,463820.0,3313.06626,0.912354,0.729884,4757.644026,8070.710286,8070710.286,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,8358.273035,8358273.035,19.585326,17.759531,0.326422,0.295992,8.75,0.337014,0.388677,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,109,90,18900,18900,0,1.0,4828320.0,3512.227796,3512227.796,1343.5,0.0,2044.8,123.927796,0.0,503,503,218,130,155,0,0,0,0,0,1704,0.470984,0.505342,0.543997,0.551699,0.909119,2.084195,0.777741,36,0,5580,0,5940,7344,36,5580,13284,11556,7344,0.278241,2,0,0.685505,1.53403,36.075238,0.506086,base,5292000.0,463680.0,3312.06624,0.912381,0.729905,3512.227796,6824.294036,6824294.036,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7111.856784,7111856.784,19.586483,17.760688,0.326441,0.296011,8.75,0.336932,0.388571,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,heterogeneous_condition,110,90,18900,18900,0,1.0,4827410.0,5129.55879,5129558.79,1978.0,0.0,2984.4,167.15879,0.0,707,708,289,235,184,0,0,0,0,0,2487,0.466109,0.492709,0.557129,0.576984,1.167516,3.047173,0.767,23,0,5580,0,5940,7357,23,5580,13297,11543,7357,0.4125,2,0,0.685484,1.5908,36.075926,0.506005,base,5292000.0,464590.0,3318.56637,0.912209,0.729767,5129.55879,8448.12516,8448125.16,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,8735.687908,8735687.908,19.578962,17.753166,0.326316,0.295886,8.75,0.337465,0.389259,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,101,90,18900,18900,0,1.0,4828880.0,3678.813268,3678813.268,1423.5,0.0,2126.4,128.913268,0.0,526,527,244,152,131,0,0,0,0,0,1772,0.462418,0.494984,0.552018,0.536605,0.937723,2.4518,0.776926,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.288426,2,0,0.685517,1.562978,36.074815,0.506136,base,5292000.0,463120.0,3308.06616,0.912487,0.729989,3678.813268,6986.879428,6986879.428,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7274.442177,7274442.177,19.591111,17.765316,0.326519,0.296089,8.75,0.336605,0.388148,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,102,90,18900,18900,0,1.0,4829160.0,3697.975296,3697975.296,1440.0,0.0,2130.0,127.975296,0.0,513,515,232,179,104,0,0,0,0,0,1775,0.454596,0.464858,0.551471,0.538971,0.873249,2.345799,0.77663,48,0,5580,0,5940,7332,48,5580,13272,11568,7332,0.29213,2,0,0.685524,1.56733,36.068466,0.506257,base,5292000.0,462840.0,3306.06612,0.91254,0.730032,3697.975296,7004.041416,7004041.416,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7291.604164,7291604.164,19.593426,17.76763,0.326557,0.296127,8.75,0.336442,0.387937,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,103,90,18900,18900,0,1.0,4828530.0,4170.763675,4170763.675,1608.0,0.0,2421.6,141.163675,0.0,572,574,236,194,144,0,0,0,0,0,2018,0.454804,0.497653,0.514586,0.528263,0.992559,2.718937,0.773222,39,0,5580,0,5940,7341,39,5580,13281,11559,7341,0.334722,2,0,0.685509,1.614995,36.07254,0.506144,base,5292000.0,463470.0,3310.56621,0.912421,0.729937,4170.763675,7481.329885,7481329.885,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7768.892633,7768892.633,19.588219,17.762423,0.32647,0.29604,8.75,0.33681,0.388413,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,104,90,18900,18900,0,1.0,4829090.0,3819.27035,3819270.35,1457.5,0.0,2230.8,130.97035,0.0,523,525,202,164,159,0,0,0,0,0,1859,0.456279,0.51393,0.532512,0.503686,0.94391,2.700947,0.775259,47,0,5580,0,5940,7333,47,5580,13273,11567,7333,0.309259,2,0,0.685522,1.594795,36.065556,0.506297,base,5292000.0,462910.0,3306.56613,0.912526,0.730021,3819.27035,7125.83648,7125836.48,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7413.399229,7413399.229,19.592847,17.767052,0.326547,0.296118,8.75,0.336483,0.387989,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,105,90,18900,18900,0,1.0,4828880.0,4208.161575,4208161.575,1621.5,0.0,2445.6,141.061575,0.0,572,574,227,200,147,0,0,0,0,0,2038,0.454213,0.483968,0.544062,0.540173,1.020715,2.576161,0.772815,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.339815,2,0,0.685517,1.60453,36.070476,0.506204,base,5292000.0,463120.0,3308.06616,0.912487,0.729989,4208.161575,7516.227735,7516227.735,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7803.790484,7803790.484,19.591111,17.765316,0.326519,0.296089,8.75,0.336605,0.388148,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,106,90,18900,18900,0,1.0,4828880.0,4134.42232,4134422.32,1592.5,0.0,2403.6,138.32232,0.0,556,558,214,203,141,0,0,0,0,0,2003,0.470498,0.507733,0.536314,0.525649,0.982959,2.36643,0.773185,44,0,5580,0,5940,7336,44,5580,13276,11564,7336,0.335185,2,0,0.685517,1.61773,36.070476,0.506204,base,5292000.0,463120.0,3308.06616,0.912487,0.729989,4134.42232,7442.48848,7442488.48,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7730.051228,7730051.228,19.591111,17.765316,0.326519,0.296089,8.75,0.336605,0.388148,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,107,90,18900,18900,0,1.0,4828600.0,3651.137699,3651137.699,1417.5,0.0,2104.8,128.837699,0.0,525,526,248,151,127,0,0,0,0,0,1754,0.47124,0.513073,0.5426,0.513792,0.96149,2.78374,0.777204,40,0,5580,0,5940,7340,40,5580,13280,11560,7340,0.284954,2,0,0.685511,1.57657,36.071429,0.506167,base,5292000.0,463400.0,3310.0662,0.912434,0.729947,3651.137699,6961.203899,6961203.899,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7248.766648,7248766.648,19.588797,17.763002,0.32648,0.29605,8.75,0.336769,0.38836,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,108,90,18900,18900,0,1.0,4828670.0,4743.539222,4743539.222,1803.5,0.0,2782.8,157.239222,0.0,652,653,243,195,215,0,0,0,0,0,2319,0.457436,0.509965,0.517259,0.534403,1.128587,3.150683,0.769111,41,0,5580,0,5940,7339,41,5580,13279,11561,7339,0.386111,2,0,0.685513,1.622883,36.070212,0.506192,base,5292000.0,463330.0,3309.56619,0.912447,0.729958,4743.539222,8053.105412,8053105.412,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,8340.66816,8340668.16,19.589376,17.76358,0.32649,0.29606,8.75,0.336728,0.388307,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,109,90,18900,18900,0,1.0,4829020.0,3480.806853,3480806.853,1336.0,0.0,2020.8,124.006853,0.0,499,502,222,128,152,0,0,0,0,0,1684,0.462552,0.526826,0.524017,0.527831,0.909119,2.084195,0.778019,46,0,5580,0,5940,7334,46,5580,13274,11566,7334,0.274769,2,0,0.685521,1.579558,36.06254,0.506339,base,5292000.0,462980.0,3307.06614,0.912513,0.730011,3480.806853,6787.872993,6787872.993,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7075.435742,7075435.742,19.592268,17.766473,0.326538,0.296108,8.75,0.336524,0.388042,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,heterogeneous_condition,110,90,18900,18900,0,1.0,4828040.0,5134.89217,5134892.17,1985.5,0.0,2982.0,167.39217,0.0,703,709,291,239,179,0,0,0,0,0,2485,0.472718,0.507642,0.579272,0.536791,1.167516,3.047173,0.766963,32,0,5580,0,5940,7348,32,5580,13288,11552,7348,0.412963,2,0,0.685498,1.633972,36.077354,0.506031,base,5292000.0,463960.0,3314.06628,0.912328,0.729862,5134.89217,8448.95845,8448958.45,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,8736.521198,8736521.198,19.584169,17.758373,0.326403,0.295973,8.75,0.337096,0.388783,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,101,90,18900,18900,0,1.0,4830280.0,3701.179922,3701179.922,1435.0,0.0,2136.0,130.179922,0.0,532,533,251,152,130,0,0,0,0,0,1780,0.459285,0.479253,0.545137,0.542112,0.937723,2.4518,0.77687,64,0,5580,0,5940,7316,64,5580,13256,11584,7316,0.28912,2,0,0.685549,1.566015,36.049841,0.506635,base,5292000.0,461720.0,3298.06596,0.912751,0.730201,3701.179922,6999.245882,6999245.882,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7286.80863,7286808.63,19.602682,17.776887,0.326711,0.296281,8.75,0.335791,0.38709,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,102,90,18900,18900,0,1.0,4830490.0,3630.718152,3630718.152,1415.5,0.0,2088.0,127.218152,0.0,506,507,232,176,99,0,0,0,0,0,1740,0.450444,0.469895,0.517266,0.512857,0.873249,2.345799,0.777148,67,0,5580,0,5940,7313,67,5580,13253,11587,7313,0.285648,2,0,0.685554,1.565156,36.057513,0.506531,base,5292000.0,461510.0,3296.56593,0.912791,0.730233,3630.718152,6927.284082,6927284.082,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7214.846831,7214846.831,19.604418,17.778623,0.32674,0.29631,8.75,0.335669,0.386931,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,103,90,18900,18900,0,1.0,4829930.0,4224.96849,4224968.49,1632.5,0.0,2450.4,142.06849,0.0,580,582,242,199,141,0,0,0,0,0,2042,0.470442,0.50834,0.551796,0.517424,0.992559,2.718937,0.772926,59,0,5580,0,5940,7321,59,5580,13261,11579,7321,0.338426,2,0,0.685541,1.611699,36.036349,0.506819,base,5292000.0,462070.0,3300.56601,0.912685,0.730148,4224.96849,7525.5345,7525534.5,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7813.097249,7813097.249,19.59979,17.773994,0.326663,0.296233,8.75,0.335994,0.387354,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,104,90,18900,18900,0,1.0,4830070.0,3851.980654,3851980.654,1471.0,0.0,2250.0,130.980654,0.0,526,529,204,167,158,0,0,0,0,0,1875,0.452811,0.504485,0.577645,0.508025,0.94391,2.700947,0.775019,61,0,5580,0,5940,7319,61,5580,13259,11581,7319,0.312269,2,0,0.685545,1.595509,36.042063,0.50674,base,5292000.0,461930.0,3299.56599,0.912712,0.730169,3851.980654,7151.546644,7151546.644,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7439.109393,7439109.393,19.600947,17.775152,0.326682,0.296253,8.75,0.335913,0.387249,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,105,90,18900,18900,0,1.0,4830070.0,4139.394557,4139394.557,1593.5,0.0,2406.0,139.894557,0.0,562,564,224,197,143,0,0,0,0,0,2005,0.445088,0.488766,0.529504,0.494386,1.020715,2.576161,0.773278,61,0,5580,0,5940,7319,61,5580,13259,11581,7319,0.334028,2,0,0.685545,1.6037,36.042063,0.50674,base,5292000.0,461930.0,3299.56599,0.912712,0.730169,4139.394557,7438.960547,7438960.547,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7726.523296,7726523.296,19.600947,17.775152,0.326682,0.296253,8.75,0.335913,0.387249,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,106,90,18900,18900,0,1.0,4830280.0,4179.230719,4179230.719,1613.5,0.0,2426.4,139.330719,0.0,560,565,219,207,139,0,0,0,0,0,2022,0.471198,0.48973,0.566665,0.52729,0.982959,2.36643,0.772889,64,0,5580,0,5940,7316,64,5580,13256,11584,7316,0.338889,2,0,0.685549,1.617031,36.049841,0.506635,base,5292000.0,461720.0,3298.06596,0.912751,0.730201,4179.230719,7477.296679,7477296.679,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7764.859428,7764859.428,19.602682,17.776887,0.326711,0.296281,8.75,0.335791,0.38709,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,107,90,18900,18900,0,1.0,4830000.0,3732.442225,3732442.225,1450.0,0.0,2151.6,130.842225,0.0,536,537,253,156,128,0,0,0,0,0,1793,0.47814,0.532715,0.547846,0.509128,0.96149,2.78374,0.776685,60,0,5580,0,5940,7320,60,5580,13260,11580,7320,0.291435,2,0,0.685543,1.579025,36.039259,0.506779,base,5292000.0,462000.0,3300.066,0.912698,0.730159,3732.442225,7032.508225,7032508.225,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,7320.070974,7320070.974,19.600368,17.774573,0.326673,0.296243,8.75,0.335954,0.387302,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,108,90,18900,18900,0,1.0,4829860.0,4668.740232,4668740.232,1774.5,0.0,2739.6,154.640232,0.0,643,645,243,189,213,0,0,0,0,0,2283,0.469994,0.533492,0.527687,0.550159,1.128587,3.150683,0.76963,58,0,5580,0,5940,7322,58,5580,13262,11578,7322,0.37963,2,0,0.68554,1.618288,36.033333,0.506861,base,5292000.0,462140.0,3301.06602,0.912672,0.730138,4668.740232,7969.806252,7969806.252,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,8257.369001,8257369.001,19.599211,17.773416,0.326654,0.296224,8.75,0.336035,0.387407,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,109,90,18900,18900,0,1.0,4830140.0,3381.694013,3381694.013,1296.0,0.0,1964.4,121.294013,0.0,486,487,215,124,148,0,0,0,0,0,1637,0.44973,0.472742,0.541782,0.528405,0.909119,2.084195,0.778667,62,0,5580,0,5940,7318,62,5580,13258,11582,7318,0.266667,2,0,0.685546,1.579742,36.044762,0.506703,base,5292000.0,461860.0,3299.06598,0.912725,0.73018,3381.694013,6680.759993,6680759.993,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,6968.322741,6968322.741,19.601525,17.77573,0.326692,0.296262,8.75,0.335872,0.387196,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_value_guard,heterogeneous_condition,110,90,18900,18900,0,1.0,4829790.0,5178.125831,5178125.831,1991.0,9.6,3008.4,169.125831,0.0,705,709,289,242,178,1,1,0,0,1,2507,0.467146,0.506697,0.521982,0.529054,1.167516,3.047173,0.76663,57,0,5580,0,5940,7323,57,5580,13263,11577,7323,0.415046,2,0,0.685541,1.638127,36.03513,0.50683,base,5292000.0,462210.0,3301.56603,0.912659,0.730127,5178.125831,8479.691861,8479691.861,1.0,2.0,base,0.5,575.268889,346.402759,143.480062,85.386068,287.634444,8767.326305,8767326.305,19.599088,17.772837,0.326651,0.296214,8.75,0.336076,0.38746,12960,0,0,0,0,0,18901,0,0,0,18901,18901,0
H0,high_stress,101,90,18900,18899,1,0.999947,5434380.0,10472.924692,10472924.692,3060.0,703.3,6503.9,203.724692,2.0,360,1080,360,360,360,64,56,7,1,64,5003,0.747551,0.788443,0.855077,0.872116,0.94495,1.789128,0.715167,4158,4152,4131,2224,2202,2032,8310,6355,4234,10491,8408,0.916667,2,0,0.652928,1.12252,47.794073,0.319183,base,5292000.0,0.0,0.0,1.026905,0.821567,10472.924692,10472.924692,10472924.692,1.0,2.0,base,0.5,1.537139,0.0,0.916393,0.620746,0.76857,10473.693262,10473693.262,24.910584,24.905704,0.415176,0.415095,8.749537,0.183433,0.220012,0,0,4170,4173,4147,2234,2202,2037,8343,6381,4239,10519,8444
H0,high_stress,102,90,18900,18895,5,0.999735,5431755.0,11043.990109,11043990.109,3060.0,941.2,6823.7,209.090109,10.0,360,1080,360,360,360,83,62,13,8,83,5249,0.714463,0.824387,0.839355,0.86284,0.943556,1.737806,0.710944,4145,4129,4134,2246,2190,2051,8274,6380,4241,10469,8426,0.916667,2,0,0.652902,1.155059,47.842133,0.31849,base,5292000.0,0.0,0.0,1.026409,0.821344,11043.990109,11043.990109,11043990.109,1.0,2.0,base,0.5,1.522295,0.0,0.907186,0.61511,0.761148,11044.751257,11044751.257,24.894478,24.889644,0.414908,0.414827,8.747685,0.18309,0.21937,0,0,4179,4160,4145,2249,2194,2051,8339,6394,4245,10518,8460
H0,high_stress,103,90,18900,18899,1,0.999947,5432700.0,11493.826575,11493826.575,3060.0,1151.8,7048.6,231.426575,2.0,360,1080,360,360,360,97,68,27,2,97,5422,0.662108,0.734242,0.780829,0.888199,0.997821,1.916314,0.707963,4139,4124,4145,2256,2202,2033,8263,6401,4235,10486,8413,0.916667,2,0,0.652994,1.3902,47.817311,0.318885,base,5292000.0,0.0,0.0,1.026587,0.821313,11493.826575,11493.826575,11493826.575,1.0,2.0,base,0.5,1.539984,0.0,0.896505,0.643479,0.769992,11494.596567,11494596.567,24.88776,24.882871,0.414796,0.414715,8.749537,0.18308,0.219324,0,0,4180,4152,4162,2262,2202,2036,8332,6424,4238,10544,8450
H0,high_stress,104,90,18900,18900,0,1.0,5434275.0,10503.130539,10503130.539,3060.0,720.2,6511.7,211.230539,0.0,360,1080,360,360,360,68,64,2,2,68,5009,0.690584,0.734835,0.850337,0.87962,0.957645,1.907839,0.715111,4158,4135,4141,2238,2196,2032,8293,6379,4228,10495,8405,0.916667,2,0,0.652984,1.221755,47.800453,0.3192,base,5292000.0,0.0,0.0,1.026885,0.821508,10503.130539,10503.130539,10503130.539,1.0,2.0,base,0.5,1.535452,0.0,0.903485,0.631967,0.767726,10503.898265,10503898.265,24.902524,24.897649,0.415042,0.414961,8.75,0.183352,0.22,0,0,4177,4156,4151,2246,2202,2036,8333,6397,4238,10530,8438
H0,high_stress,105,90,18900,18898,2,0.999894,5433190.0,10746.187714,10746187.714,3060.0,828.1,6640.4,213.687714,4.0,360,1080,360,360,360,72,56,15,1,72,5108,0.732006,0.791062,0.813472,0.873756,1.00073,1.848704,0.713315,4146,4135,4147,2239,2196,2035,8281,6386,4231,10489,8409,0.916667,2,0,0.652975,1.216142,47.830785,0.318766,base,5292000.0,0.0,0.0,1.02668,0.821431,10746.187714,10746.187714,10746187.714,1.0,2.0,base,0.5,1.509344,0.0,0.886336,0.623008,0.754672,10746.942387,10746942.387,24.897242,24.89245,0.414954,0.414874,8.749074,0.183298,0.219441,0,0,4173,4150,4150,2250,2200,2047,8323,6400,4247,10523,8447
H0,high_stress,106,90,18900,18899,1,0.999947,5435290.0,10231.004103,10231004.103,3060.0,594.1,6366.1,208.804103,2.0,360,1080,360,360,360,50,35,14,1,50,4897,0.723606,0.80855,0.759061,0.866974,0.994688,1.747836,0.716852,4154,4154,4146,2239,2187,2019,8308,6385,4206,10487,8412,0.916667,2,0,0.652925,1.212447,47.777666,0.319454,base,5292000.0,0.0,0.0,1.027077,0.821705,10231.004103,10231.004103,10231004.103,1.0,2.0,base,0.5,1.536761,0.0,0.916824,0.619937,0.768381,10231.772484,10231772.484,24.919292,24.914413,0.415322,0.41524,8.749537,0.18359,0.2198,0,0,4180,4161,4150,2240,2189,2029,8341,6390,4218,10519,8430
H0,high_stress,107,90,18900,18898,2,0.999894,5433260.0,11185.047235,11185047.235,3060.0,1012.7,6891.3,217.047235,4.0,360,1080,360,360,360,92,76,9,7,92,5301,0.729453,0.768835,0.848613,0.877313,0.972834,1.946739,0.71013,4158,4135,4132,2232,2204,2037,8293,6364,4241,10494,8404,0.916667,2,0,0.653012,1.296018,47.823855,0.318921,base,5292000.0,0.0,0.0,1.026693,0.821441,11185.047235,11185.047235,11185047.235,1.0,2.0,base,0.5,1.536825,0.0,0.899248,0.637577,0.768412,11185.815647,11185815.647,24.898804,24.893925,0.41498,0.414899,8.749074,0.183263,0.220023,0,0,4173,4155,4159,2251,2208,2044,8328,6410,4252,10540,8450
H0,high_stress,108,90,18900,18898,2,0.999894,5430600.0,12081.687849,12081687.849,3060.0,1400.1,7377.5,240.087849,4.0,360,1080,360,360,360,123,93,21,9,123,5675,0.707149,0.770957,0.82106,0.859329,1.054453,2.116225,0.703759,4121,4115,4148,2254,2226,2034,8236,6402,4260,10495,8403,0.916667,2,0,0.653147,1.413641,47.857932,0.318261,base,5292000.0,0.0,0.0,1.02619,0.821039,12081.687849,12081.687849,12081687.849,1.0,2.0,base,0.5,1.54416,0.0,0.882928,0.661232,0.77208,12082.459929,12082459.929,24.865445,24.860542,0.414424,0.414342,8.749074,0.182829,0.219494,0,0,4172,4148,4157,2256,2237,2049,8320,6413,4286,10566,8453
H0,high_stress,109,90,18900,18900,0,1.0,5434275.0,10010.480799,10010480.799,3060.0,504.4,6245.2,200.880799,0.0,360,1080,360,360,360,48,47,1,0,48,4804,0.733175,0.741214,0.88425,0.910074,0.947255,1.608784,0.718556,4155,4140,4146,2229,2199,2031,8295,6375,4230,10500,8400,0.916667,2,0,0.653042,1.171487,47.789951,0.319357,base,5292000.0,0.0,0.0,1.026885,0.821508,10010.480799,10010.480799,10010480.799,1.0,2.0,base,0.5,1.52404,0.0,0.892384,0.631657,0.76202,10011.242819,10011242.819,24.902144,24.897306,0.415036,0.414955,8.75,0.183427,0.219841,0,0,4174,4149,4154,2232,2202,2037,8323,6386,4239,10530,8418
H0,high_stress,110,90,18900,18897,3,0.999841,5432455.0,12342.816247,12342816.247,3060.0,1497.6,7537.4,241.816247,6.0,360,1080,360,360,360,125,81,36,8,125,5798,0.648488,0.692987,0.784008,0.876187,1.097465,2.06887,0.701556,4129,4144,4137,2251,2200,2036,8273,6388,4236,10466,8431,0.916667,2,0,0.652944,1.465476,47.847703,0.318417,base,5292000.0,0.0,0.0,1.026541,0.821363,12342.816247,12342.816247,12342816.247,1.0,2.0,base,0.5,1.537654,0.0,0.902074,0.635581,0.768827,12343.585075,12343585.075,24.897524,24.892642,0.414959,0.414877,8.748611,0.183111,0.219294,0,0,4175,4161,4154,2270,2210,2052,8336,6424,4262,10539,8483
